MOF,uptake_ads,uptake_des,heat_ads,heat_des,LISD,LFSD,LISFS,Unit_cell_volume,Density,ASA_A2,ASA_m2_per_cm3,ASA_m2_per_g,NASA_A2,NASA_m2_per_cm3,NASA_m2_per_g,Number_of_channels,Channel_surface_area_A2,Number_of_pockets,AV_A3,AV_Volume_fraction,AV_cm3_per_g,NAV_A3,NAV_Volume_fraction,NAV_cm3_per_g,Channel_volume,Number_of_pockets.1,oms_value,Pocket_volume_A3,Pocket_surface_area_A2,No_of_Channel,Di,Df,Dif,H,Yb,Ir,K,V,Te,Mn,Co,Sr,Bi,Cd,Mg,P,Be,Cl,As,F,Pb,Pr,Mo,I,Er,Fe,Pu,Y,W,Gd,Sn,Se,Cs,B,Ge,C,Si,Ag,Pt,S,Th,Ca,Dy,Au,Rb,Zr,Ho,Br,Sc,Na,U,Pd,Nd,Ni,Np,N,Nb,Ru,Li,Lu,Zn,Hg,Hf,Sb,In,Eu,Ga,Tb,Tm,Sm,O,La,Cr,Ti,Ba,Rh,Ce,Cu,Al,Re
RAWZIA_clean,0.150440781734,0.1437988075818,-55.25989,-47.67617,5.37019,4.70684,5.35874,1459.24,1.33412,154.557,1059.16,793.899,0.0,0.0,0.0,2,76.4896,0,72.3785,0.0496,0.037178,0.0,0.0,0.0,37.6485,0,1,0.0,0.0,2,5.37019,4.70684,5.37019,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,4,0
JIVSEN_clean,0.0445517010916999,0.0380878410832,-42.11068,-40.82143,4.43765,3.89434,4.43765,1595.32,1.94999,54.135,339.336,174.019,0.0,0.0,0.0,2,27.3843,0,14.3579,0.009,0.0046154,0.0,0.0,0.0,5.10503,0,2,0.0,0.0,2,4.43765,3.89434,4.43765,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0,0,0,2,0,0
EDIKIL_clean,0.1659986725294,0.1596178244786,-34.53537,-39.04813,4.99635,3.98785,4.76329,1312.1,1.3412,195.54,1490.29,1111.16,0.0,0.0,0.0,1,195.54,0,36.2138,0.0276,0.0205785,0.0,0.0,0.0,36.2138,0,0,0.0,0.0,1,4.99635,3.98785,4.99635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
EDEPAG_clean,0.1008117681389,0.0943901796705,-40.1108,-38.51909,5.85748,4.26662,5.85748,1789.77,1.47756,206.66,1154.67,781.472,0.0,0.0,0.0,1,206.66,0,97.0055,0.0542,0.0366821,0.0,0.0,0.0,97.0055,0,0,0.0,0.0,1,5.85748,4.26662,5.85748,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0
LUDVAH_clean,0.0719226283763,0.0655012983175,-40.29048,-38.87142,5.57792,3.65952,5.57792,6290.8,1.87163,540.237,858.773,458.838,0.0,0.0,0.0,1,540.237,0,154.754,0.0246,0.0131436,0.0,0.0,0.0,154.754,0,0,0.0,0.0,1,5.57792,3.65952,5.57792,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XISDUA_clean,0.2375084572173,0.2310252815473,-43.12062,-43.27592,6.51282,4.61624,6.51282,9163.83,1.05483,1678.49,1831.65,1736.44,0.0,0.0,0.0,1,1678.49,0,802.752,0.0876,0.0830466,0.0,0.0,0.0,802.752,0,0,0.0,0.0,2,6.51282,4.61624,6.51282,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,56,0,0,0,0,0,0,0,0,0
WIKYAQ_clean,0.0544948978788999,0.0481267644703,-36.69393,-36.25785,5.47479,3.80921,5.47479,8074.51,1.17628,363.914,450.694,383.152,0.0,0.0,0.0,2,183.233,0,153.416,0.019,0.0161526,0.0,0.0,0.0,82.36,0,0,0.0,0.0,2,5.47479,3.80921,5.47479,352,0,0,4,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0
DIBJIJ_clean,0.0695912148715,0.063198939305,-37.19919,-38.75536,6.32895,3.57879,6.29665,6328.46,1.53541,404.767,639.598,416.566,0.0,0.0,0.0,4,125.863,0,131.632,0.0208,0.0135469,0.0,0.0,0.0,53.1591,0,8,0.0,0.0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,12,0,0,0,0,66,0,0,0,0,0,0,0,0,0
QOFCAR_clean,0.1019413901307,0.0955065569987,-41.19284,-40.37729,7.05705,3.82338,6.80845,8391.4,1.33044,740.268,882.175,663.071,0.0,0.0,0.0,4,184.99,0,382.648,0.0456,0.0342744,0.0,0.0,0.0,110.766,0,16,0.0,0.0,4,7.05705,3.82338,7.05705,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJFAM_clean,0.0928382244352,0.0864010981124999,-42.81963,-40.54119,5.99538,4.76605,5.99538,2329.6,1.51984,238.849,1025.28,674.597,0.0,0.0,0.0,2,121.652,0,106.696,0.0458,0.0301348,0.0,0.0,0.0,46.5921,0,0,0.0,0.0,2,5.99538,4.76605,5.99538,32,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
WUDZIG_clean,0.110919262786,0.1044929178837,-39.86018,-43.0427,8.92601,5.50743,8.92601,15999.8,2.05451,2533.53,1583.48,770.735,0.0,0.0,0.0,2,1257.78,0,2252.77,0.1408,0.0685323,0.0,0.0,0.0,1155.18,0,0,0.0,0.0,2,8.92601,5.50743,8.92601,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VUHNIX_clean,0.1225391253569,0.1161282116545,-41.51157,-40.95546,9.03421,5.27112,9.03421,15680.8,1.82588,2501.11,1595.01,873.558,0.0,0.0,0.0,2,1254.38,0,2289.4,0.146,0.0799613,0.0,0.0,0.0,1132.15,0,0,0.0,0.0,2,9.03421,5.27112,9.03421,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YARBAW_clean,0.0683784533298,0.062016379141,-39.8085,-38.30995,4.67829,3.44136,4.67829,3511.95,1.19018,111.119,316.402,265.843,0.0,0.0,0.0,2,54.1175,0,14.0478,0.004,0.00336082,0.0,0.0,0.0,4.21434,0,4,0.0,0.0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
YUJCOX_clean,0.1274587786746,0.1210896442616,-39.22659,-40.81358,5.87014,4.33023,5.87014,1771.81,1.61045,248.178,1400.7,869.757,0.0,0.0,0.0,2,125.411,0,128.633,0.0726,0.0450805,0.0,0.0,0.0,58.1153,0,8,0.0,0.0,2,5.87014,4.33023,5.87014,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
DEYLOJ_clean,0.0331705476751999,0.0269883535837999,-29.10238,-27.95199,7.31964,3.97171,7.31964,7266.24,3.76527,686.5,944.78,250.92,0.773031,1.06387,0.282547,1,686.5,4,313.902,0.0432,0.0114733,0.0,0.0,0.0,313.902,4,50,0.0,0.0,1,7.31964,3.97171,7.31964,10,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,202,0,0,0,0,0,0,0,0,0
NIHBEM_clean,0.0990334936778,0.092611810609,-42.79139,-43.61787,4.70655,3.77252,4.54433,1647.94,1.76393,80.4894,488.425,276.895,0.0,0.0,0.0,2,40.5843,0,17.4682,0.0106,0.0060093,0.0,0.0,0.0,9.88764,0,0,0.0,0.0,2,4.70655,3.77252,4.70655,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
XEGKIF_clean,0.143370301324,0.1369428946001999,-45.42914,-41.68451,5.08226,3.6374,4.99405,4478.5,1.3269,178.198,397.897,299.87,173.195,386.725,291.451,1,178.198,2,26.871,0.006,0.00452183,46.5764,0.0104,0.00783784,26.871,2,0,30.4538,118.021,0,0.0,0.0,0.0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0
DEQVIF_clean,0.1966561967453,0.1901129916417,-49.82272,-50.83394,6.43226,5.12557,6.43226,2624.77,1.10154,321.297,1224.1,1111.26,0.0,0.0,0.0,2,158.298,0,190.558,0.0726,0.0659076,0.0,0.0,0.0,105.516,0,0,0.0,0.0,2,6.43226,5.12557,6.43226,64,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
HIBGIJ_clean,0.0999787772091,0.0936341739383,-39.53798,-38.64316,4.78138,3.54518,4.78138,1740.89,1.65937,93.8324,538.991,324.817,0.0,0.0,0.0,2,46.4882,0,14.6235,0.0084,0.00506217,0.0,0.0,0.0,8.35628,0,1,0.0,0.0,0,0.0,0.0,0.0,24,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
HIFTUM_clean,0.0834493066309,0.0771332011887,-37.80003,-37.05269,6.02477,4.49793,6.02477,2828.86,1.16773,231.285,817.589,700.152,0.0,0.0,0.0,1,231.285,0,118.812,0.042,0.0359672,0.0,0.0,0.0,118.812,0,2,0.0,0.0,1,6.02477,4.49793,6.02477,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GULBAR_clean,0.0902013720419,0.0838221680237,-38.08478,-44.45951,4.22268,3.65611,4.22268,2492.96,1.44705,108.804,436.448,301.613,0.0,0.0,0.0,2,54.326,0,11.9662,0.0048,0.0033171,0.0,0.0,0.0,6.48168,0,0,0.0,0.0,2,4.22268,3.65611,4.22268,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,8,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
WUDVEY_clean,0.05990685615,0.0535786841356,-39.81676,-36.85097,7.36135,6.59639,7.36135,6609.36,1.3921,362.214,548.033,393.673,0.0,0.0,0.0,4,96.4141,0,305.352,0.0462,0.0331873,0.0,0.0,0.0,103.106,0,0,0.0,0.0,4,7.36135,6.59639,7.36135,216,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
HEBJAB_clean,0.0701427475651,0.0638154484651,-38.23066,-39.60262,4.48798,3.96155,4.48798,1867.49,1.19151,103.044,551.778,463.09,0.0,0.0,0.0,1,103.044,0,19.0484,0.0102,0.00856053,0.0,0.0,0.0,19.0484,0,3,0.0,0.0,1,4.48798,3.96155,4.48798,58,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
QUQMOG_clean,0.137093627497,0.1307320668461,-42.67368,-41.06323,7.44286,5.90293,7.44286,4510.06,1.2714,436.978,968.897,762.072,0.0,0.0,0.0,2,333.337,0,282.33,0.0626,0.0492372,0.0,0.0,0.0,267.898,0,2,0.0,0.0,1,7.44286,5.90293,7.44286,152,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
ZADRAA_clean,0.2151516686303,0.2086586086624,-50.69163,-49.61199,10.05744,5.9826,10.05744,3921.18,1.33714,671.699,1713.0,1281.09,0.0,0.0,0.0,2,336.762,0,650.131,0.1658,0.123996,0.0,0.0,0.0,313.694,0,0,0.0,0.0,2,10.0574,5.9826,10.0574,80,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,8,0,0
JOQZUM_clean,0.0631291573061,0.057001137893,-28.98444,-28.58265,5.71221,4.9245,5.71221,1937.7,1.419,174.443,900.261,634.434,0.0,0.0,0.0,1,174.443,0,72.4698,0.0374,0.0263566,0.0,0.0,0.0,72.4698,0,4,0.0,0.0,1,5.71221,4.9245,5.71221,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEVSAC_clean,0.012503839565,0.0063392816918,-32.1974,-30.92036,4.48737,3.74981,4.45545,4524.5,1.30344,105.043,232.164,178.116,14.1224,31.2131,23.9467,4,25.7902,4,16.2882,0.0036,0.00276192,1.8098,0.0004,0.00030688,6.3343,4,0,0.0,4.2979,4,4.48737,3.74981,4.48737,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
BOZFON_clean,0.1031291431734,0.0968173202174,-44.19986,-39.40213,5.76271,3.67293,5.76271,8886.7,1.24414,829.331,933.227,750.096,0.0,0.0,0.0,2,409.062,0,259.492,0.0292,0.02347,0.0,0.0,0.0,129.746,0,0,0.0,0.0,2,5.76271,3.67293,5.76271,200,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
AVEQID_clean,0.3397413414196,0.3335029130168,-36.61432,-38.18638,7.52514,6.06845,7.52514,4535.3,0.801255,950.936,2096.74,2616.83,0.0,0.0,0.0,1,950.936,0,992.324,0.2188,0.273072,0.0,0.0,0.0,992.324,0,4,0.0,0.0,1,7.52514,6.06845,7.52514,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
FOPTOU_clean,0.0576450542728,0.0515183029081999,-29.77027,-31.14699,6.1355,4.03245,5.3286,16379.5,1.42676,1015.63,620.058,434.59,0.565839,0.345455,0.242124,2,503.625,8,360.35,0.022,0.0154195,0.0,0.0,0.0,170.347,8,40,0.0,0.0532066,2,6.1355,4.03245,6.1355,336,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,16,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0
COWMOR_clean,0.2280580590585,0.2217851918165,-40.16997,-39.65234,6.85047,5.36083,6.85047,2026.46,1.24692,388.551,1917.39,1537.69,0.0,0.0,0.0,1,388.551,0,276.814,0.1366,0.10955,0.0,0.0,0.0,276.814,0,0,0.0,0.0,1,6.85047,5.36083,6.85047,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
FOQNUW01_clean,0.1559779345822,0.1497416592593,-36.13737,-39.16879,6.15675,4.74997,6.15675,4817.84,1.35255,522.967,1085.48,802.544,0.0,0.0,0.0,2,261.688,0,235.11,0.0488,0.03608,0.0,0.0,0.0,120.446,0,8,0.0,0.0,2,6.15675,4.74997,6.15675,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,12,0,0
VIFBOD_clean,0.0869163281487,0.0807352776614,-33.55251,-35.18236,5.76206,4.14232,5.72835,1342.23,1.76429,145.01,1080.37,612.354,0.0,0.0,0.0,1,145.01,0,58.5211,0.0436,0.0247125,0.0,0.0,0.0,58.5211,0,2,0.0,0.0,1,5.76206,4.14232,5.76206,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0
NOCLUN_clean,0.1741494318633,0.1678867912835999,-39.11222,-39.93383,6.13012,5.58969,6.13012,1556.26,1.07441,223.709,1437.47,1337.91,0.0,0.0,0.0,2,112.236,0,143.487,0.0922,0.0858142,0.0,0.0,0.0,70.3431,0,4,0.0,0.0,2,6.13012,5.58969,6.13012,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
QOXFIU_clean,0.0503909931289,0.0442348217998999,-32.95143,-33.55644,5.40492,3.74607,5.40492,12843.2,2.22853,634.628,494.135,221.731,117.177,91.2361,40.9401,2,318.417,8,184.942,0.0144,0.00646167,33.3924,0.0026,0.00116669,105.314,8,32,5.13729,14.089,2,5.40492,3.74607,5.40492,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0
WIPLOY_clean,0.1985459276034,0.1922840319279,-39.67797,-40.27934,6.36866,4.70644,6.36866,3117.07,1.18111,447.441,1435.45,1215.34,0.0,0.0,0.0,1,447.441,0,226.923,0.0728,0.061637,0.0,0.0,0.0,226.923,0,0,0.0,0.0,1,6.36866,4.70644,6.36866,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,32,0,0,0,0,0,0,0,0,0
HEFVAR_clean,0.0188639986992,0.01266898287,-36.15387,-35.92214,4.10954,3.6739,3.98391,3742.39,1.70241,51.935,138.775,81.5167,0.0,0.0,0.0,1,51.935,0,2.99391,0.0008,0.000469921,0.0,0.0,0.0,2.99391,0,2,0.0,0.0,1,4.10954,3.6739,4.10954,80,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,4,0,10,0,0
MUZVUA_clean,0.2034421556005,0.1971877189226,-39.18932,-40.66254,6.33551,4.71461,5.95358,2688.03,1.05196,454.374,1690.36,1606.86,0.0,0.0,0.0,1,454.374,0,242.46,0.0902,0.0857444,0.0,0.0,0.0,242.46,0,2,0.0,0.0,1,6.33551,4.71461,6.33551,52,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
VOSTUU_clean,0.2066308158896999,0.2004574107608999,-32.15873,-37.64459,8.3936,6.78304,8.3936,6959.92,0.816834,871.18,1251.71,1532.39,14.3039,20.5518,25.1603,2,434.277,12,707.128,0.1016,0.124383,0.0,0.0,0.0,356.348,12,4,0.0,0.0,2,8.3936,6.78304,8.3936,160,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMEPOT_clean,0.1015079558510999,0.0952117548746,-43.34656,-42.56576,6.12942,5.22832,6.12942,10171.9,1.57681,1150.29,1130.85,717.176,0.0,0.0,0.0,2,571.927,0,712.034,0.07,0.0443935,0.0,0.0,0.0,366.189,0,0,0.0,0.0,2,6.12942,5.22832,6.12942,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0
CANRIU_clean,0.2587579090928,0.2525242326141,-37.71452,-41.36403,6.77783,3.95582,6.49663,4201.44,0.861557,667.372,1588.44,1843.68,0.0,0.0,0.0,1,667.372,0,368.046,0.0876,0.101676,0.0,0.0,0.0,368.046,0,4,0.0,0.0,1,6.77783,3.95582,6.77783,64,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
OCUVUF_clean,0.0492547788485999,0.0432527730726,-24.99699,-24.16917,7.66309,5.35163,7.66309,23635.0,3.13958,3839.84,1624.64,517.472,0.0,0.0,0.0,1,3839.84,0,2803.11,0.1186,0.0377758,0.0,0.0,0.0,2803.11,0,144,0.0,0.0,1,7.66309,5.35163,7.66309,64,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,96,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0
JOKYEN_clean,0.0605631492535,0.0544228002527,-35.31626,-34.98765,5.03691,3.71903,5.03691,2914.26,1.54631,154.569,530.39,343.004,0.0,0.0,0.0,4,39.2179,0,34.9711,0.012,0.00776042,0.0,0.0,0.0,6.99422,0,8,0.0,0.0,4,5.03691,3.71903,5.03691,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
